Date,Comparison price,Account value,Deposit,Cumulative deposits,Comparison shares bought,Cumulative comparison shares,Comparison account value,Account as percentage of comparison,Hypothetical account share price
5/24/2019,2826.06,0.0,400.0,400.0,0.1415,0.1415,400.0,1.0,2826.06
5/28/2019,2802.39,400.0,0.0,400.0,0.0,0.1415,396.6498,1.0084,2826.06
5/29/2019,2783.02,400.0,0.0,400.0,0.0,0.1415,393.9081,1.0155,2826.06
5/30/2019,2788.86,400.0,0.0,400.0,0.0,0.1415,394.7347,1.0133,2826.06
5/31/2019,2752.06,400.0,0.0,400.0,0.0,0.1415,389.5261,1.0269,2826.06
6/3/2019,2744.45,400.0,0.0,400.0,0.0,0.1415,388.4489,1.0297,2826.06
6/4/2019,2803.27,400.0,0.0,400.0,0.0,0.1415,396.7743,1.0081,2826.06
6/5/2019,2826.15,400.0,0.0,400.0,0.0,0.1415,400.0127,1.0,2826.06
6/6/2019,2843.49,400.0,0.0,400.0,0.0,0.1415,402.467,0.9939,2826.06
6/7/2019,2873.34,402.73,0.0,400.0,0.0,0.1415,406.692,0.9903,2845.3479
6/10/2019,2886.73,404.33,0.0,400.0,0.0,0.1415,408.5872,0.9896,2856.6521
6/11/2019,2885.72,404.51,0.0,400.0,0.0,0.1415,408.4443,0.9904,2857.9238
6/12/2019,2879.84,404.17,0.0,400.0,0.0,0.1415,407.612,0.9916,2855.5217
6/13/2019,2891.64,405.29,0.0,400.0,0.0,0.1415,409.2822,0.9902,2863.4346
6/14/2019,2886.98,404.95,0.0,400.0,0.0,0.1415,408.6226,0.991,2861.0325
6/17/2019,2889.67,405.41,0.0,400.0,0.0,0.1415,409.0033,0.9912,2864.2825
6/18/2019,2917.75,407.23,0.0,400.0,0.0,0.1415,412.9778,0.9861,2877.141
6/19/2019,2926.46,408.15,0.0,400.0,0.0,0.1415,414.2106,0.9854,2883.641
6/20/2019,2954.18,410.35,0.0,400.0,0.0,0.1415,418.1341,0.9814,2899.1843
6/21/2019,2950.46,409.13,0.0,400.0,0.0,0.1415,417.6076,0.9797,2890.5648
6/24/2019,2945.35,408.01,0.0,400.0,0.0,0.1415,416.8843,0.9787,2882.6519
6/25/2019,2917.38,405.41,0.0,400.0,0.0,0.1415,412.9254,0.9818,2864.2825
6/26/2019,2913.78,404.85,0.0,400.0,0.0,0.1415,412.4159,0.9817,2860.326
6/27/2019,2924.92,406.87,0.0,400.0,0.0,0.1415,413.9926,0.9828,2874.5976
6/28/2019,2941.76,408.93,0.0,400.0,0.0,0.1415,416.3762,0.9821,2889.1518
7/1/2019,2964.33,410.1,0.0,400.0,0.0,0.1415,419.5707,0.9774,2897.418
7/2/2019,2973.01,411.17,0.0,400.0,0.0,0.1415,420.7993,0.9771,2904.9777
7/3/2019,2995.82,413.2,0.0,400.0,0.0,0.1415,424.0278,0.9745,2919.32
7/5/2019,2990.41,412.64,0.0,400.0,0.0,0.1415,423.2621,0.9749,2915.3635
7/8/2019,2975.95,411.8,0.0,400.0,0.0,0.1415,421.2154,0.9776,2909.4288
7/9/2019,2979.63,412.08,0.0,400.0,0.0,0.1415,421.7363,0.9771,2911.407
7/10/2019,2993.07,413.22,0.0,400.0,0.0,0.1415,423.6386,0.9754,2919.4613
7/11/2019,2999.91,412.89,0.0,400.0,0.0,0.1415,424.6067,0.9724,2917.1298
7/12/2019,3013.77,413.84,0.0,400.0,0.0,0.1415,426.5684,0.9702,2923.8417
7/15/2019,3014.3,413.92,0.0,400.0,0.0,0.1415,426.6435,0.9702,2924.4069
7/16/2019,3004.04,413.02,0.0,400.0,0.0,0.1415,425.1913,0.9714,2918.0483
7/17/2019,2984.42,411.8,0.0,400.0,0.0,0.1415,422.4142,0.9749,2909.4288
7/18/2019,2995.11,412.66,0.0,400.0,0.0,0.1415,423.9273,0.9734,2915.5048
7/19/2019,2976.61,1011.17,600.0,1000.0,0.2016,0.3431,1021.3088,0.9901,2947.0604
7/22/2019,2985.03,1011.31,0.0,1000.0,0.0,0.3431,1024.1978,0.9874,2947.4684
7/23/2019,3005.47,1013.07,0.0,1000.0,0.0,0.3431,1031.211,0.9824,2952.5979
7/24/2019,3019.56,1015.21,0.0,1000.0,0.0,0.3431,1036.0455,0.9799,2958.835
7/25/2019,3003.67,1011.45,0.0,1000.0,0.0,0.3431,1030.5934,0.9814,2947.8764
7/26/2019,3025.86,1015.34,0.0,1000.0,0.0,0.3431,1038.2071,0.978,2959.2138
7/29/2019,3020.97,1015.17,0.0,1000.0,0.0,0.3431,1036.5292,0.9794,2958.7184
7/30/2019,3013.18,1013.01,0.0,1000.0,0.0,0.3431,1033.8564,0.9798,2952.423
7/31/2019,2980.38,1008.2,0.0,1000.0,0.0,0.3431,1022.6023,0.9859,2938.4043
8/1/2019,2953.56,986.38,0.0,1000.0,0.0,0.3431,1013.4001,0.9733,2874.8098
8/2/2019,2932.05,975.25,0.0,1000.0,0.0,0.3431,1006.0198,0.9694,2842.3713
8/5/2019,2844.74,943.46,0.0,1000.0,0.0,0.3431,976.0627,0.9666,2749.7192
8/6/2019,2881.77,1130.7,200.0,1200.0,0.0694,0.4125,1188.7681,0.9512,2741.0033
8/7/2019,2883.98,1141.02,0.0,1200.0,0.0,0.4125,1189.6798,0.9591,2766.0206
8/8/2019,2938.09,1149.92,0.0,1200.0,0.0,0.4125,1212.0009,0.9488,2787.5957
8/9/2019,2918.65,1147.73,0.0,1200.0,0.0,0.4125,1203.9816,0.9533,2782.2868
8/12/2019,2883.75,1143.24,0.0,1200.0,0.0,0.4125,1189.5849,0.961,2771.4023
8/13/2019,2926.32,1148.82,0.0,1200.0,0.0,0.4125,1207.1456,0.9517,2784.9291
8/14/2019,2840.6,1135.34,0.0,1200.0,0.0,0.4125,1171.785,0.9689,2752.2514
8/15/2019,2847.6,1136.41,0.0,1200.0,0.0,0.4125,1174.6726,0.9674,2754.8452
8/16/2019,2888.68,1142.75,0.0,1200.0,0.0,0.4125,1191.6186,0.959,2770.2145
8/19/2019,2923.65,1147.76,0.0,1200.0,0.0,0.4125,1206.0442,0.9517,2782.3595
8/20/2019,2900.51,1144.09,0.0,1200.0,0.0,0.4125,1196.4986,0.9562,2773.4628
8/21/2019,2924.43,1148.22,0.0,1200.0,0.0,0.4125,1206.3659,0.9518,2783.4746
8/22/2019,2922.95,1147.43,0.0,1200.0,0.0,0.4125,1205.7554,0.9516,2781.5595
8/23/2019,2847.11,1136.94,0.0,1200.0,0.0,0.4125,1174.4704,0.968,2756.1301
8/26/2019,2878.38,1142.05,0.0,1200.0,0.0,0.4125,1187.3697,0.9618,2768.5175
8/27/2019,2869.16,1139.66,0.0,1200.0,0.0,0.4125,1183.5663,0.9629,2762.7238
8/28/2019,2887.94,1143.3,0.0,1200.0,0.0,0.4125,1191.3133,0.9597,2771.5477
8/29/2019,2924.58,1149.32,0.0,1200.0,0.0,0.4125,1206.4278,0.9527,2786.1412
8/30/2019,2926.46,1150.72,0.0,1200.0,0.0,0.4125,1207.2033,0.9532,2789.535
9/3/2019,2906.27,1647.49,500.0,1700.0,0.172,0.5846,1698.8747,0.9698,2818.366
9/4/2019,2937.78,1654.66,0.0,1700.0,0.0,0.5846,1717.294,0.9635,2830.6318
9/5/2019,2976.0,1661.29,0.0,1700.0,0.0,0.5846,1739.6357,0.955,2841.9737
9/6/2019,2978.71,1663.06,0.0,1700.0,0.0,0.5846,1741.2199,0.9551,2845.0017
9/9/2019,2978.43,1663.91,0.0,1700.0,0.0,0.5846,1741.0562,0.9557,2846.4558
9/10/2019,2979.39,1663.78,0.0,1700.0,0.0,0.5846,1741.6174,0.9553,2846.2334
9/11/2019,3000.93,1668.6,0.0,1700.0,0.0,0.5846,1754.2087,0.9512,2854.479
9/12/2019,3009.57,1670.23,0.0,1700.0,0.0,0.5846,1759.2592,0.9494,2857.2674
9/13/2019,3007.39,1668.17,0.0,1700.0,0.0,0.5846,1757.9849,0.9489,2853.7434
9/16/2019,2997.96,1666.19,0.0,1700.0,0.0,0.5846,1752.4726,0.9508,2850.3562
9/17/2019,3005.7,1666.96,0.0,1700.0,0.0,0.5846,1756.997,0.9488,2851.6734
9/18/2019,3006.73,1666.56,0.0,1700.0,0.0,0.5846,1757.5991,0.9482,2850.9891
9/19/2019,3006.79,1667.09,0.0,1700.0,0.0,0.5846,1757.6342,0.9485,2851.8958
9/20/2019,2992.07,1962.56,300.0,2000.0,0.1003,0.6848,2049.0295,0.9578,2865.8039
9/23/2019,2991.78,1961.73,0.0,2000.0,0.0,0.6848,2048.8309,0.9575,2864.5919
9/24/2019,2966.6,1957.84,0.0,2000.0,0.0,0.6848,2031.5872,0.9637,2858.9116
9/25/2019,2984.87,1959.74,0.0,2000.0,0.0,0.6848,2044.0988,0.9587,2861.6861
9/26/2019,2977.62,1962.84,0.0,2000.0,0.0,0.6848,2039.1339,0.9626,2866.2128
9/27/2019,2961.79,1961.69,0.0,2000.0,0.0,0.6848,2028.2932,0.9672,2864.5335
9/30/2019,2976.74,1963.97,0.0,2000.0,0.0,0.6848,2038.5312,0.9634,2867.8629
10/1/2019,2940.25,1956.0,0.0,2000.0,0.0,0.6848,2013.5422,0.9714,2856.2248
10/2/2019,2887.61,1944.21,0.0,2000.0,0.0,0.6848,1977.4932,0.9832,2839.0086
10/3/2019,2910.63,1950.74,0.0,2000.0,0.0,0.6848,1993.2578,0.9787,2848.5439
10/4/2019,2952.01,1959.85,0.0,2000.0,0.0,0.6848,2021.5956,0.9695,2861.8467
10/7/2019,2938.79,1957.27,0.0,2000.0,0.0,0.6848,2012.5423,0.9725,2858.0793
10/8/2019,2893.06,1946.02,0.0,2000.0,0.0,0.6848,1981.2255,0.9822,2841.6516
10/9/2019,2919.4,1951.3,0.0,2000.0,0.0,0.6848,1999.2637,0.976,2849.3617
10/10/2019,2938.13,1955.86,0.0,2000.0,0.0,0.6848,2012.0903,0.9721,2856.0204
10/11/2019,2970.27,1963.16,0.0,2000.0,0.0,0.6848,2034.1005,0.9651,2866.6801
10/14/2019,2966.15,1962.0,0.0,2000.0,0.0,0.6848,2031.279,0.9659,2864.9862
10/15/2019,2995.68,1968.67,0.0,2000.0,0.0,0.6848,2051.5017,0.9596,2874.726
10/16/2019,2989.69,1968.16,0.0,2000.0,0.0,0.6848,2047.3997,0.9613,2873.9813
10/17/2019,2997.95,1969.76,0.0,2000.0,0.0,0.6848,2053.0563,0.9594,2876.3177
10/18/2019,2986.2,1967.22,0.0,2000.0,0.0,0.6848,2045.0096,0.962,2872.6087
10/21/2019,3006.72,1972.52,0.0,2000.0,0.0,0.6848,2059.0621,0.958,2880.3479
10/22/2019,2995.99,1970.9,0.0,2000.0,0.0,0.6848,2051.714,0.9606,2877.9823
10/23/2019,3004.52,1973.63,0.0,2000.0,0.0,0.6848,2057.5555,0.9592,2881.9688
10/24/2019,3010.29,1975.05,0.0,2000.0,0.0,0.6848,2061.5069,0.9581,2884.0423
10/25/2019,3022.55,1976.73,0.0,2000.0,0.0,0.6848,2069.9028,0.955,2886.4955
10/28/2019,3039.42,2180.02,200.0,2200.0,0.0658,0.7506,2281.4558,0.9555,2904.2844
10/29/2019,3036.89,2180.9,0.0,2200.0,0.0,0.7506,2279.5567,0.9567,2905.4568
10/30/2019,3046.77,2183.07,0.0,2200.0,0.0,0.7506,2286.9728,0.9546,2908.3477
10/31/2019,3037.56,2180.54,0.0,2200.0,0.0,0.7506,2280.0596,0.9564,2904.9772
11/1/2019,3066.91,2187.15,0.0,2200.0,0.0,0.7506,2302.0904,0.9501,2913.7832
11/4/2019,3078.27,2189.36,0.0,2200.0,0.0,0.7506,2310.6174,0.9475,2916.7274
11/5/2019,3074.62,2185.77,0.0,2200.0,0.0,0.7506,2307.8777,0.9471,2911.9447
11/6/2019,3076.78,2186.35,0.0,2200.0,0.0,0.7506,2309.499,0.9467,2912.7174
11/7/2019,3085.18,2185.77,0.0,2200.0,0.0,0.7506,2315.8042,0.9438,2911.9447
11/8/2019,3093.08,2185.97,0.0,2200.0,0.0,0.7506,2321.7341,0.9415,2912.2112
11/11/2019,3087.01,2183.45,0.0,2200.0,0.0,0.7506,2317.1779,0.9423,2908.854
11/12/2019,3091.84,2184.07,0.0,2200.0,0.0,0.7506,2320.8034,0.9411,2909.6799
11/13/2019,3094.04,2186.34,0.0,2200.0,0.0,0.7506,2322.4547,0.9414,2912.7041
11/14/2019,3096.63,2187.76,0.0,2200.0,0.0,0.7506,2324.3988,0.9412,2914.5959
11/15/2019,3120.46,2193.66,0.0,2200.0,0.0,0.7506,2342.2862,0.9365,2922.456
11/18/2019,3122.03,2194.1,0.0,2200.0,0.0,0.7506,2343.4646,0.9363,2923.0422
11/19/2019,3120.18,2191.89,0.0,2200.0,0.0,0.7506,2342.076,0.9359,2920.098
11/20/2019,3108.46,2189.92,0.0,2200.0,0.0,0.7506,2333.2787,0.9386,2917.4735
11/21/2019,3103.54,2187.39,0.0,2200.0,0.0,0.7506,2329.5856,0.939,2914.1029
11/22/2019,3110.29,2189.45,0.0,2200.0,0.0,0.7506,2334.6523,0.9378,2916.8473
11/25/2019,3133.64,2194.87,0.0,2200.0,0.0,0.7506,2352.1794,0.9331,2924.068
11/26/2019,3140.52,2197.24,0.0,2200.0,0.0,0.7506,2357.3436,0.9321,2927.2254
11/27/2019,3153.63,2201.22,0.0,2200.0,0.0,0.7506,2367.1843,0.9299,2932.5277
11/29/2019,3140.98,2307.32,110.0,2310.0,0.035,0.7856,2467.6889,0.935,2936.8556
12/2/2019,3113.87,2299.46,0.0,2310.0,0.0,0.7856,2446.3902,0.9399,2926.851
12/3/2019,3093.2,2295.22,0.0,2310.0,0.0,0.7856,2430.1509,0.9445,2921.4542
12/4/2019,3112.76,2301.49,0.0,2310.0,0.0,0.7856,2445.5181,0.9411,2929.4349
12/5/2019,3117.43,2302.28,0.0,2310.0,0.0,0.7856,2449.187,0.94,2930.4404
12/6/2019,3145.91,2309.23,0.0,2310.0,0.0,0.7856,2471.5622,0.9343,2939.2867
12/9/2019,3135.96,2307.71,0.0,2310.0,0.0,0.7856,2463.745,0.9367,2937.352
12/10/2019,3132.52,2306.05,0.0,2310.0,0.0,0.7856,2461.0424,0.937,2935.2391
12/11/2019,3141.63,2307.31,0.0,2310.0,0.0,0.7856,2468.1996,0.9348,2936.8428
12/12/2019,3168.57,2313.32,0.0,2310.0,0.0,0.7856,2489.3648,0.9293,2944.4926
12/13/2019,3168.8,2313.31,0.0,2310.0,0.0,0.7856,2489.5455,0.9292,2944.4799
12/16/2019,3191.45,2321.5,0.0,2310.0,0.0,0.7856,2507.3403,0.9259,2954.9045
12/17/2019,3192.52,2321.8,0.0,2310.0,0.0,0.7856,2508.181,0.9257,2955.2863
12/18/2019,3191.14,2325.4,0.0,2310.0,0.0,0.7856,2507.0968,0.9275,2959.8686
12/19/2019,3205.37,2328.76,0.0,2310.0,0.0,0.7856,2518.2765,0.9247,2964.1453
12/20/2019,3221.22,2329.93,0.0,2310.0,0.0,0.7856,2530.7289,0.9207,2965.6345
12/23/2019,3224.01,2327.21,0.0,2310.0,0.0,0.7856,2532.9209,0.9188,2962.1724
12/24/2019,3223.38,2719.47,390.0,2700.0,0.121,0.9066,2922.4259,0.9306,2999.5235
12/26/2019,3239.91,2725.64,0.0,2700.0,0.0,0.9066,2937.4126,0.9279,3006.3289
12/27/2019,3240.02,2729.99,0.0,2700.0,0.0,0.9066,2937.5123,0.9294,3011.1269
12/30/2019,3221.29,2721.08,0.0,2700.0,0.0,0.9066,2920.5311,0.9317,3001.2993
12/31/2019,3230.78,2727.33,0.0,2700.0,0.0,0.9066,2929.135,0.9311,3008.1929
1/2/2020,3257.85,2748.86,0.0,2700.0,0.0,0.9066,2953.6776,0.9307,3031.9401
1/3/2020,3234.85,2739.32,0.0,2700.0,0.0,0.9066,2932.825,0.934,3021.4177
1/6/2020,3246.28,2943.34,200.0,2900.0,0.0616,0.9682,3143.1878,0.9364,3039.8774
1/7/2020,3237.18,2939.75,0.0,2900.0,0.0,0.9682,3134.3768,0.9379,3036.1697
1/8/2020,3253.05,2941.81,0.0,2900.0,0.0,0.9682,3149.7428,0.934,3038.2973
1/9/2020,3274.7,2955.09,0.0,2900.0,0.0,0.9682,3170.7053,0.932,3052.0128
1/10/2020,3265.35,2948.08,0.0,2900.0,0.0,0.9682,3161.6522,0.9324,3044.7729
1/13/2020,3288.13,2962.1,0.0,2900.0,0.0,0.9682,3183.7088,0.9304,3059.2527
1/14/2020,3283.15,2959.42,0.0,2900.0,0.0,0.9682,3178.887,0.931,3056.4848
1/15/2020,3289.29,2966.3,0.0,2900.0,0.0,0.9682,3184.832,0.9314,3063.5905
1/16/2020,3316.81,2984.87,0.0,2900.0,0.0,0.9682,3211.478,0.9294,3082.7696
1/17/2020,3329.62,2996.78,0.0,2900.0,0.0,0.9682,3223.8812,0.9296,3095.0702
1/21/2020,3320.79,2995.4,0.0,2900.0,0.0,0.9682,3215.3316,0.9316,3093.6449
1/22/2020,3321.75,2997.54,0.0,2900.0,0.0,0.9682,3216.2611,0.932,3095.8551
1/23/2020,3325.54,3003.12,0.0,2900.0,0.0,0.9682,3219.9308,0.9327,3101.6181
1/24/2020,3295.47,2983.47,0.0,2900.0,0.0,0.9682,3190.8157,0.935,3081.3236
1/27/2020,3243.63,3254.88,300.0,3200.0,0.0925,1.0607,3440.622,0.946,3068.5226
1/28/2020,3276.24,3277.54,0.0,3200.0,0.0,1.0607,3475.2125,0.9431,3089.8852
1/29/2020,3273.4,3263.57,0.0,3200.0,0.0,1.0607,3472.2,0.9399,3076.7151
1/30/2020,3283.66,3275.61,0.0,3200.0,0.0,1.0607,3483.0831,0.9404,3088.0657
1/31/2020,3225.52,3239.7,0.0,3200.0,0.0,1.0607,3421.4121,0.9469,3054.2117
2/3/2020,3248.92,3256.46,0.0,3200.0,0.0,1.0607,3446.2333,0.9449,3070.0122
2/4/2020,3297.59,3282.58,0.0,3200.0,0.0,1.0607,3497.8591,0.9385,3094.6367
2/5/2020,3334.69,3300.97,0.0,3200.0,0.0,1.0607,3537.2122,0.9332,3111.9737
2/6/2020,3345.78,3310.06,0.0,3200.0,0.0,1.0607,3548.9758,0.9327,3120.5433
2/7/2020,3327.71,3302.62,0.0,3200.0,0.0,1.0607,3529.8083,0.9356,3113.5293
2/10/2020,3352.09,3335.87,0.0,3200.0,0.0,1.0607,3555.669,0.9382,3144.8756
2/11/2020,3357.75,3336.22,0.0,3200.0,0.0,1.0607,3561.6727,0.9367,3145.2055
2/12/2020,3379.45,4346.64,1000.0,4200.0,0.2959,1.3566,4584.6906,0.9481,3203.979
2/13/2020,3373.94,4346.56,0.0,4200.0,0.0,1.3566,4577.2155,0.9496,3203.9201
2/14/2020,3380.16,4359.19,0.0,4200.0,0.0,1.3566,4585.6538,0.9506,3213.2298
2/18/2020,3370.29,4371.24,0.0,4200.0,0.0,1.3566,4572.2638,0.956,3222.1121
2/19/2020,3386.15,4383.46,0.0,4200.0,0.0,1.3566,4593.7801,0.9542,3231.1196
2/20/2020,3373.23,4366.54,0.0,4200.0,0.0,1.3566,4576.2523,0.9542,3218.6476
2/21/2020,3337.75,4315.76,0.0,4200.0,0.0,1.3566,4528.1188,0.9531,3181.2169
2/24/2020,3225.89,4215.7,0.0,4200.0,0.0,1.3566,4376.3653,0.9633,3107.461
2/25/2020,3128.21,4139.23,0.0,4200.0,0.0,1.3566,4243.8489,0.9753,3051.0937
2/26/2020,3116.39,4139.81,0.0,4200.0,0.0,1.3566,4227.8134,0.9792,3051.5213
2/27/2020,2978.76,5002.6,1000.0,5200.0,0.3357,1.6923,5041.0993,0.9924,2956.011
2/28/2020,2954.22,5004.87,0.0,5200.0,0.0,1.6923,4999.5691,1.0011,2957.3523
3/2/2020,3090.23,5130.53,0.0,5200.0,0.0,1.6923,5229.7453,0.981,3031.6042
3/3/2020,3003.37,5056.25,0.0,5200.0,0.0,1.6923,5082.748,0.9948,2987.7125
3/4/2020,3130.12,5176.95,0.0,5200.0,0.0,1.6923,5297.2531,0.9773,3059.0335
3/5/2020,3023.94,5090.79,0.0,5200.0,0.0,1.6923,5117.5596,0.9948,3008.122
3/6/2020,2972.37,5047.62,0.0,5200.0,0.0,1.6923,5030.2852,1.0034,2982.6131
3/9/2020,2746.56,4848.1,0.0,5200.0,0.0,1.6923,4648.136,1.043,2864.7177
3/10/2020,2882.23,4949.78,0.0,5200.0,0.0,1.6923,4877.7369,1.0148,2924.7999
3/11/2020,2741.38,4837.39,0.0,5200.0,0.0,1.6923,4639.3697,1.0427,2858.3892
3/12/2020,2480.64,4642.97,0.0,5200.0,0.0,1.6923,4198.1068,1.106,2743.5074
3/13/2020,2711.02,4838.35,0.0,5200.0,0.0,1.6923,4587.99,1.0546,2858.9565
3/16/2020,2386.13,4665.44,0.0,5200.0,0.0,1.6923,4038.1629,1.1553,2756.7848
3/17/2020,2529.19,4818.51,0.0,5200.0,0.0,1.6923,4280.2703,1.1257,2847.2331
3/18/2020,2398.1,4903.51,0.0,5200.0,0.0,1.6923,4058.4204,1.2082,2897.4592
3/19/2020,2409.39,4891.62,0.0,5200.0,0.0,1.6923,4077.527,1.1997,2890.4334
3/20/2020,2304.92,4764.28,0.0,5200.0,0.0,1.6923,3900.7273,1.2214,2815.1889
3/23/2020,2237.4,4806.48,0.0,5200.0,0.0,1.6923,3786.46,1.2694,2840.1247
3/24/2020,2447.33,4776.02,0.0,5200.0,0.0,1.6923,4141.7347,1.1531,2822.126
3/25/2020,2475.56,4723.39,0.0,5200.0,0.0,1.6923,4189.5096,1.1274,2791.0272
3/26/2020,2630.07,4872.83,0.0,5200.0,0.0,1.6923,4450.9944,1.0948,2879.3305
3/27/2020,2541.47,4809.13,0.0,5200.0,0.0,1.6923,4301.0523,1.1181,2841.6905
3/30/2020,2626.65,4899.15,0.0,5200.0,0.0,1.6923,4445.2065,1.1021,2894.8829
3/31/2020,2584.59,4835.33,0.0,5200.0,0.0,1.6923,4374.0264,1.1055,2857.172
4/1/2020,2470.5,4709.31,0.0,5200.0,0.0,1.6923,4180.9464,1.1264,2782.7074
