Date,Comparison price,Account value,Deposit,Cumulative deposits,Comparison shares bought,Cumulative comparison shares,Comparison account value,Account as percentage of comparison,Hypothetical account share price
2/8/2021,3915.59,17250.42,0.0,13000.0,0.0,3.9947,15641.5387,1.1029,4318.3457
2/9/2021,3911.23,17246.55,0.0,13000.0,0.0,3.9947,15624.1219,1.1038,4317.3769
2/10/2021,3909.88,17209.57,0.0,13000.0,0.0,3.9947,15618.7291,1.1019,4308.1196
2/11/2021,3916.38,17302.24,0.0,13000.0,0.0,3.9947,15644.6945,1.1059,4331.318
2/12/2021,3934.83,17445.39,0.0,13000.0,0.0,3.9947,15718.3964,1.1099,4367.1531
2/16/2021,3932.59,17355.67,0.0,13000.0,0.0,3.9947,15709.4483,1.1048,4344.6933
2/17/2021,3931.33,17256.08,0.0,13000.0,0.0,3.9947,15704.415,1.0988,4319.7626
2/18/2021,3913.97,17157.58,0.0,13000.0,0.0,3.9947,15635.0673,1.0974,4295.1048
2/19/2021,3906.71,17039.42,0.0,13000.0,0.0,3.9947,15606.066,1.0918,4265.5255
2/22/2021,3876.5,16403.16,0.0,13000.0,0.0,3.9947,15485.3866,1.0593,4106.2488
2/23/2021,3881.37,16332.08,0.0,13000.0,0.0,3.9947,15504.8407,1.0534,4088.4551
2/24/2021,3925.43,16530.04,0.0,13000.0,0.0,3.9947,15680.8464,1.0542,4138.011
2/25/2021,3829.34,16744.41,1000.0,14000.0,0.2611,4.2558,16296.9974,1.0275,3934.4695
2/26/2021,3811.15,16843.76,0.0,14000.0,0.0,4.2558,16219.5839,1.0385,3957.814
3/1/2021,3901.82,17440.4,0.0,14000.0,0.0,4.2558,16605.4595,1.0503,4098.0077
3/2/2021,3870.29,17091.9,0.0,14000.0,0.0,4.2558,16471.2734,1.0377,4016.12
3/3/2021,3819.72,16468.93,0.0,14000.0,0.0,4.2558,16256.0563,1.0131,3869.7394
3/4/2021,3768.47,16104.47,0.0,14000.0,0.0,4.2558,16037.9454,1.0041,3784.1014
3/5/2021,3841.94,16388.6,0.0,14000.0,0.0,4.2558,16350.6208,1.0023,3850.8641
3/8/2021,3821.35,15855.59,0.0,14000.0,0.0,4.2558,16262.9933,0.9749,3725.6216
3/9/2021,3875.44,16588.87,0.0,14000.0,0.0,4.2558,16493.1909,1.0058,3897.9219
3/10/2021,3898.81,16545.76,0.0,14000.0,0.0,4.2558,16592.6495,0.9972,3887.7923
3/11/2021,3939.34,17043.97,0.0,14000.0,0.0,4.2558,16765.138,1.0166,4004.8577
3/12/2021,3943.34,16908.38,0.0,14000.0,0.0,4.2558,16782.1613,1.0075,3972.9979
3/15/2021,3968.94,18137.77,1000.0,15000.0,0.252,4.5078,17891.1104,1.0138,4023.6586
3/16/2021,3962.71,18250.33,0.0,15000.0,0.0,4.5078,17863.0269,1.0217,4048.6288
3/17/2021,3974.12,18301.37,0.0,15000.0,0.0,4.5078,17914.4607,1.0216,4059.9514
3/18/2021,3915.46,17635.87,0.0,15000.0,0.0,4.5078,17650.0343,0.9992,3912.3178
3/19/2021,3913.1,17727.75,0.0,15000.0,0.0,4.5078,17639.3959,1.005,3932.7003
3/22/2021,3940.59,18086.27,0.0,15000.0,0.0,4.5078,17763.3148,1.0182,4012.2339
3/23/2021,3910.52,18002.4,0.0,15000.0,0.0,4.5078,17627.7659,1.0213,3993.6283
3/24/2021,3889.14,17670.9,0.0,15000.0,0.0,4.5078,17531.3895,1.008,3920.0888
3/25/2021,3909.52,17664.83,0.0,15000.0,0.0,4.5078,17623.2581,1.0024,3918.7423
3/26/2021,3974.54,18017.49,0.0,15000.0,0.0,4.5078,17916.354,1.0056,3996.9759
3/29/2021,3971.09,18025.97,0.0,15000.0,0.0,4.5078,17900.8021,1.007,3998.8571
3/30/2021,3958.55,17872.31,0.0,15000.0,0.0,4.5078,17844.2746,1.0016,3964.7693
3/31/2021,3972.89,18212.22,0.0,15000.0,0.0,4.5078,17908.9161,1.0169,4040.1745
4/1/2021,4019.87,18624.18,0.0,15000.0,0.0,4.5078,18120.6917,1.0278,4131.5632
4/5/2021,4077.91,19097.76,0.0,15000.0,0.0,4.5078,18382.3233,1.0389,4236.6215
4/6/2021,4073.94,19056.22,0.0,15000.0,0.0,4.5078,18364.4274,1.0377,4227.4064
4/7/2021,4079.95,19159.8,0.0,15000.0,0.0,4.5078,18391.5191,1.0418,4250.3844
4/8/2021,4097.17,19423.63,0.0,15000.0,0.0,4.5078,18469.1431,1.0517,4308.9121
4/9/2021,4128.8,19605.01,0.0,15000.0,0.0,4.5078,18611.7242,1.0534,4349.1492
4/12/2021,4127.99,19565.07,0.0,15000.0,0.0,4.5078,18608.0729,1.0514,4340.289
4/13/2021,4141.59,19852.92,0.0,15000.0,0.0,4.5078,18669.3787,1.0634,4404.1452
4/14/2021,4124.66,19570.38,0.0,15000.0,0.0,4.5078,18593.062,1.0526,4341.4669
4/15/2021,4170.42,20007.83,0.0,15000.0,0.0,4.5078,18799.338,1.0643,4438.5102
4/16/2021,4185.47,20034.16,0.0,15000.0,0.0,4.5078,18867.1801,1.0619,4444.3513
4/19/2021,4163.26,19829.55,0.0,15000.0,0.0,4.5078,18767.0623,1.0566,4398.9608
4/20/2021,4134.94,19664.81,0.0,15000.0,0.0,4.5078,18639.402,1.055,4362.4151
4/21/2021,4173.42,19882.3,0.0,15000.0,0.0,4.5078,18812.8614,1.0568,4410.6628
4/22/2021,4134.98,19576.79,0.0,15000.0,0.0,4.5078,18639.5823,1.0503,4342.8889
4/23/2021,4180.17,19925.58,0.0,15000.0,0.0,4.5078,18843.2889,1.0574,4420.264
4/26/2021,4187.62,20077.59,0.0,15000.0,0.0,4.5078,18876.8719,1.0636,4453.9857
4/27/2021,4186.72,20006.45,0.0,15000.0,0.0,4.5078,18872.8149,1.0601,4438.2041
4/28/2021,4183.18,19875.64,0.0,15000.0,0.0,4.5078,18856.8573,1.054,4409.1854
4/29/2021,4211.47,19942.21,0.0,15000.0,0.0,4.5078,18984.3824,1.0505,4423.9532
4/30/2021,4181.17,19750.95,0.0,15000.0,0.0,4.5078,18847.7967,1.0479,4381.5243
5/3/2021,4192.66,19648.26,0.0,15000.0,0.0,4.5078,18899.5911,1.0396,4358.7437
5/4/2021,4164.66,19282.98,0.0,15000.0,0.0,4.5078,18773.3732,1.0271,4277.7105
5/5/2021,4167.59,19202.09,0.0,15000.0,0.0,4.5078,18786.581,1.0221,4259.766
5/6/2021,4201.62,19398.46,0.0,15000.0,0.0,4.5078,18939.9808,1.0242,4303.3284
5/7/2021,4232.6,19603.45,0.0,15000.0,0.0,4.5078,19079.6318,1.0275,4348.8031
5/10/2021,4188.43,19065.98,0.0,15000.0,0.0,4.5078,18880.5232,1.0098,4229.5715
5/11/2021,4152.1,19009.71,0.0,15000.0,0.0,4.5078,18716.7555,1.0157,4217.0886
5/12/2021,4063.04,18426.07,0.0,15000.0,0.0,4.5078,18315.2926,1.006,4087.6147
5/13/2021,4112.5,18601.78,0.0,15000.0,0.0,4.5078,18538.2474,1.0034,4126.594
5/14/2021,4173.85,19043.04,0.0,15000.0,0.0,4.5078,18814.7997,1.0121,4224.4825
5/17/2021,4163.29,18928.42,0.0,15000.0,0.0,4.5078,18767.1976,1.0086,4199.0554
5/18/2021,4127.83,18766.04,0.0,15000.0,0.0,4.5078,18607.3517,1.0085,4163.0332
5/19/2021,4115.68,18786.4,0.0,15000.0,0.0,4.5078,18552.5821,1.0126,4167.5498
5/20/2021,4159.12,19175.72,0.0,15000.0,0.0,4.5078,18748.4001,1.0228,4253.9161
5/21/2021,4155.86,19070.31,0.0,15000.0,0.0,4.5078,18733.7047,1.018,4230.5321
5/24/2021,4197.05,19421.39,0.0,15000.0,0.0,4.5078,18919.3802,1.0265,4308.4152
5/25/2021,4188.13,19475.13,0.0,15000.0,0.0,4.5078,18879.1708,1.0316,4320.3368
5/26/2021,4195.99,19531.33,0.0,15000.0,0.0,4.5078,18914.602,1.0326,4332.8041
5/27/2021,4200.88,19474.51,0.0,15000.0,0.0,4.5078,18936.645,1.0284,4320.1992
5/28/2021,4204.11,19554.13,0.0,15000.0,0.0,4.5078,18951.2052,1.0318,4337.862
6/1/2021,4202.04,19504.54,0.0,15000.0,0.0,4.5078,18941.874,1.0297,4326.8611
6/2/2021,4208.12,19662.7,0.0,15000.0,0.0,4.5078,18969.2814,1.0366,4361.9471
6/3/2021,4192.85,19447.8,0.0,15000.0,0.0,4.5078,18900.4475,1.029,4314.2739
6/4/2021,4229.89,19802.85,0.0,15000.0,0.0,4.5078,19067.4157,1.0386,4393.0378
6/7/2021,4226.52,19867.36,0.0,15000.0,0.0,4.5078,19052.2245,1.0428,4407.3486
6/8/2021,4227.26,19863.75,0.0,15000.0,0.0,4.5078,19055.5603,1.0424,4406.5477
6/9/2021,4219.55,19842.28,0.0,15000.0,0.0,4.5078,19020.8053,1.0432,4401.7849
6/10/2021,4239.18,20063.33,0.0,15000.0,0.0,4.5078,19109.293,1.0499,4450.8223
6/11/2021,4247.44,20137.75,0.0,15000.0,0.0,4.5078,19146.5273,1.0518,4467.3315
6/14/2021,4255.15,21360.75,1000.0,16000.0,0.235,4.7428,20181.2823,1.0584,4503.8365
6/15/2021,4246.59,21223.2,0.0,16000.0,0.0,4.7428,20140.684,1.0537,4474.8346
6/16/2021,4223.7,21124.51,0.0,16000.0,0.0,4.7428,20032.1215,1.0545,4454.0261
6/17/2021,4221.86,21503.44,0.0,16000.0,0.0,4.7428,20023.3948,1.0739,4533.9222
6/18/2021,4166.45,21329.33,0.0,16000.0,0.0,4.7428,19760.5968,1.0794,4497.2117
6/21/2021,4224.79,21459.2,0.0,16000.0,0.0,4.7428,20037.2912,1.071,4524.5943
6/22/2021,4246.44,21727.76,0.0,16000.0,0.0,4.7428,20139.9726,1.0788,4581.2192
6/23/2021,4241.84,21745.67,0.0,16000.0,0.0,4.7428,20118.1557,1.0809,4584.9955
6/24/2021,4266.49,21898.16,0.0,16000.0,0.0,4.7428,20235.0655,1.0822,4617.1474
6/25/2021,4280.7,21885.02,0.0,16000.0,0.0,4.7428,20302.4606,1.0779,4614.3769
6/28/2021,4290.61,22199.89,0.0,16000.0,0.0,4.7428,20349.4616,1.0909,4680.7661
6/29/2021,4291.8,22334.39,0.0,16000.0,0.0,4.7428,20355.1055,1.0972,4709.1249
6/30/2021,4297.5,22365.35,0.0,16000.0,0.0,4.7428,20382.1394,1.0973,4715.6527
7/1/2021,4319.94,22411.84,0.0,16000.0,0.0,4.7428,20488.5676,1.0939,4725.455
7/2/2021,4352.34,22746.53,0.0,16000.0,0.0,4.7428,20642.234,1.1019,4796.0232
7/6/2021,4343.54,22845.46,0.0,16000.0,0.0,4.7428,20600.4975,1.109,4816.8822
7/7/2021,4358.13,22865.44,0.0,16000.0,0.0,4.7428,20669.6948,1.1062,4821.0949
7/8/2021,4320.82,22692.05,0.0,16000.0,0.0,4.7428,20492.7413,1.1073,4784.5362
7/9/2021,4369.55,22862.62,0.0,16000.0,0.0,4.7428,20723.8574,1.1032,4820.5003
7/12/2021,4384.63,22937.02,0.0,16000.0,0.0,4.7428,20795.3787,1.103,4836.1873
7/13/2021,4369.21,22927.47,0.0,16000.0,0.0,4.7428,20722.2449,1.1064,4834.1737
7/14/2021,4374.3,22955.44,0.0,16000.0,0.0,4.7428,20746.3857,1.1065,4840.0711
7/15/2021,4360.03,22750.27,0.0,16000.0,0.0,4.7428,20678.7061,1.1002,4796.8117
7/16/2021,4327.16,22529.27,0.0,16000.0,0.0,4.7428,20522.8106,1.0978,4750.2147
7/19/2021,4258.49,22313.1,0.0,16000.0,0.0,4.7428,20197.1232,1.1048,4704.636
7/20/2021,4323.06,22623.56,0.0,16000.0,0.0,4.7428,20503.3651,1.1034,4770.0954
7/21/2021,4358.69,23852.27,1000.0,17000.0,0.2294,4.9722,21672.3507,1.1006,4797.11
7/22/2021,4367.48,24089.79,0.0,17000.0,0.0,4.9722,21716.0565,1.1093,4844.8795
7/23/2021,4411.79,24436.38,0.0,17000.0,0.0,4.9722,21936.3754,1.114,4914.5848
7/26/2021,4422.3,24458.54,0.0,17000.0,0.0,4.9722,21988.6334,1.1123,4919.0415
7/27/2021,4401.46,24187.86,0.0,17000.0,0.0,4.9722,21885.0124,1.1052,4864.6031
7/28/2021,4400.64,24343.5,0.0,17000.0,0.0,4.9722,21880.9352,1.1125,4895.905
7/29/2021,4419.15,24480.39,0.0,17000.0,0.0,4.9722,21972.9709,1.1141,4923.436
7/30/2021,4395.26,24379.28,0.0,17000.0,0.0,4.9722,21854.1847,1.1155,4903.101
8/2/2021,4387.16,24401.37,0.0,17000.0,0.0,4.9722,21813.9097,1.1186,4907.5437
8/3/2021,4423.15,24641.97,0.0,17000.0,0.0,4.9722,21992.8598,1.1205,4955.9325
8/4/2021,4402.66,25755.85,1000.0,18000.0,0.2271,5.1994,22890.9791,1.1252,4953.6654
8/5/2021,4429.1,25866.94,0.0,18000.0,0.0,5.1994,23028.45,1.1233,4975.0315
8/6/2021,4436.52,25733.8,0.0,18000.0,0.0,5.1994,23067.0292,1.1156,4949.4245
8/9/2021,4432.35,25698.06,0.0,18000.0,0.0,5.1994,23045.3479,1.1151,4942.5505
8/10/2021,4436.75,25548.87,0.0,18000.0,0.0,5.1994,23068.225,1.1075,4913.8566
8/11/2021,4447.7,25543.44,0.0,18000.0,0.0,5.1994,23125.1579,1.1046,4912.8122
8/12/2021,4460.83,25684.88,0.0,18000.0,0.0,5.1994,23193.4254,1.1074,4940.0156
8/13/2021,4468.0,25859.16,0.0,18000.0,0.0,5.1994,23230.7048,1.1131,4973.5352
8/16/2021,4479.71,25898.11,0.0,18000.0,0.0,5.1994,23291.5892,1.1119,4981.0265
8/17/2021,4448.08,25640.74,0.0,18000.0,0.0,5.1994,23127.1337,1.1087,4931.5261
8/18/2021,4400.27,25271.87,0.0,18000.0,0.0,5.1994,22878.5526,1.1046,4860.5807
8/19/2021,4405.8,25476.6,0.0,18000.0,0.0,5.1994,22907.3051,1.1122,4899.9568
8/20/2021,4441.67,25839.68,0.0,18000.0,0.0,5.1994,23093.8058,1.1189,4969.7885
8/23/2021,4479.53,26257.3,0.0,18000.0,0.0,5.1994,23290.6533,1.1274,5050.1101
8/24/2021,4486.23,26274.48,0.0,18000.0,0.0,5.1994,23325.4889,1.1264,5053.4143
8/25/2021,4496.19,26294.66,0.0,18000.0,0.0,5.1994,23377.2745,1.1248,5057.2956
8/26/2021,4470.0,26108.4,0.0,18000.0,0.0,5.1994,23241.1035,1.1234,5021.4719
8/27/2021,4509.37,26423.31,0.0,18000.0,0.0,5.1994,23445.802,1.127,5082.0391
8/30/2021,4528.79,26772.27,0.0,18000.0,0.0,5.1994,23546.7734,1.137,5149.1551
8/31/2021,4522.68,26706.11,0.0,18000.0,0.0,5.1994,23515.0053,1.1357,5136.4305
9/1/2021,4524.09,26746.53,0.0,18000.0,0.0,5.1994,23522.3364,1.1371,5144.2045
9/2/2021,4536.95,26743.22,0.0,18000.0,0.0,5.1994,23589.2001,1.1337,5143.5679
9/3/2021,4535.43,26842.08,0.0,18000.0,0.0,5.1994,23581.2971,1.1383,5162.5818
9/7/2021,4520.03,27841.57,1000.0,19000.0,0.2212,5.4206,24501.227,1.1363,5136.2624
9/8/2021,4514.07,27718.33,0.0,19000.0,0.0,5.4206,24468.9203,1.1328,5113.5269
9/9/2021,4493.28,27559.89,0.0,19000.0,0.0,5.4206,24356.2263,1.1315,5084.2976
9/10/2021,4458.58,27311.51,0.0,19000.0,0.0,5.4206,24168.1318,1.1301,5038.476
9/13/2021,4468.73,27276.18,0.0,19000.0,0.0,5.4206,24223.1508,1.126,5031.9583
9/14/2021,4443.05,27239.27,0.0,19000.0,0.0,5.4206,24083.9501,1.131,5025.149
9/15/2021,4480.7,27489.62,0.0,19000.0,0.0,5.4206,24288.0353,1.1318,5071.3341
9/16/2021,4473.75,27510.55,0.0,19000.0,0.0,5.4206,24250.3622,1.1344,5075.1953
9/17/2021,4432.99,27079.33,0.0,19000.0,0.0,5.4206,24029.4189,1.1269,4995.643
9/20/2021,4357.73,26406.32,0.0,19000.0,0.0,5.4206,23621.4654,1.1179,4871.4849
9/21/2021,4354.19,26462.33,0.0,19000.0,0.0,5.4206,23602.2765,1.1212,4881.8178
9/22/2021,4395.64,27778.03,1000.0,20000.0,0.2275,5.6481,24826.9599,1.1189,4918.1301
9/23/2021,4448.98,28107.43,0.0,20000.0,0.0,5.6481,25128.2289,1.1186,4976.4508
9/24/2021,4455.48,28161.66,0.0,20000.0,0.0,5.6481,25164.9415,1.1191,4986.0522
9/27/2021,4443.11,27897.51,0.0,20000.0,0.0,5.6481,25095.0746,1.1117,4939.2842
9/28/2021,4352.63,26908.07,0.0,20000.0,0.0,5.6481,24584.0357,1.0945,4764.1028
9/29/2021,4359.46,26877.7,0.0,20000.0,0.0,5.6481,24622.6121,1.0916,4758.7257
9/30/2021,4307.54,26746.39,0.0,20000.0,0.0,5.6481,24329.3634,1.0993,4735.4772
10/1/2021,4357.04,27029.09,0.0,20000.0,0.0,5.6481,24608.9437,1.0983,4785.5295
10/4/2021,4300.46,26380.24,0.0,20000.0,0.0,5.6481,24289.3749,1.0861,4670.6499
10/5/2021,4345.72,26808.56,0.0,20000.0,0.0,5.6481,24545.0074,1.0922,4746.4844
10/6/2021,4363.55,27052.71,0.0,20000.0,0.0,5.6481,24645.7128,1.0977,4789.7114
10/7/2021,4399.76,27374.39,0.0,20000.0,0.0,5.6481,24850.23,1.1016,4846.6652
10/8/2021,4391.34,27237.43,0.0,20000.0,0.0,5.6481,24802.6731,1.0982,4822.4163
10/11/2021,4361.19,27050.99,0.0,20000.0,0.0,5.6481,24632.3833,1.0982,4789.4069
10/12/2021,4350.65,26962.34,0.0,20000.0,0.0,5.6481,24572.8525,1.0972,4773.7113
10/13/2021,4363.8,27250.22,0.0,20000.0,0.0,5.6481,24647.1248,1.1056,4824.6808
10/14/2021,4438.26,27864.57,0.0,20000.0,0.0,5.6481,25067.6814,1.1116,4933.4521
10/15/2021,4471.37,28076.11,0.0,20000.0,0.0,5.6481,25254.6896,1.1117,4970.9055
10/18/2021,4486.46,28466.11,0.0,20000.0,0.0,5.6481,25339.9192,1.1234,5039.9554
10/19/2021,4519.63,28674.42,0.0,20000.0,0.0,5.6481,25527.2663,1.1233,5076.837
10/20/2021,4536.19,28654.07,0.0,20000.0,0.0,5.6481,25620.7986,1.1184,5073.234
10/21/2021,4549.78,28936.89,0.0,20000.0,0.0,5.6481,25697.5561,1.1261,5123.3075
10/22/2021,4544.9,28779.33,0.0,20000.0,0.0,5.6481,25669.9935,1.1211,5095.4114
10/25/2021,4566.48,29075.58,0.0,20000.0,0.0,5.6481,25791.8792,1.1273,5147.8628
10/26/2021,4574.79,29193.11,0.0,20000.0,0.0,5.6481,25838.8148,1.1298,5168.6716
10/27/2021,4551.68,30378.89,1000.0,21000.0,0.2197,5.8678,26708.2875,1.1374,5177.2314
10/28/2021,4596.42,30707.33,0.0,21000.0,0.0,5.8678,26970.8123,1.1385,5233.2049
10/29/2021,4605.38,30915.93,0.0,21000.0,0.0,5.8678,27023.3877,1.144,5268.7549
11/1/2021,4613.67,31021.34,0.0,21000.0,0.0,5.8678,27072.0316,1.1459,5286.7191
11/2/2021,4630.65,31266.87,0.0,21000.0,0.0,5.8678,27171.6666,1.1507,5328.5628
11/3/2021,4660.57,31605.73,0.0,21000.0,0.0,5.8678,27347.2308,1.1557,5386.312
11/4/2021,4680.06,32215.22,0.0,21000.0,0.0,5.8678,27461.594,1.1731,5490.1825
11/5/2021,4697.53,32200.75,0.0,21000.0,0.0,5.8678,27564.1042,1.1682,5487.7165
11/8/2021,4701.7,32487.91,0.0,21000.0,0.0,5.8678,27588.5729,1.1776,5536.6549
11/9/2021,4685.25,32277.81,0.0,21000.0,0.0,5.8678,27492.0478,1.1741,5500.8492
11/10/2021,4646.71,31610.44,0.0,21000.0,0.0,5.8678,27265.9033,1.1593,5387.1147
11/11/2021,4649.27,31864.98,0.0,21000.0,0.0,5.8678,27280.9248,1.168,5430.4939
11/12/2021,4682.85,32264.45,0.0,21000.0,0.0,5.8678,27477.9651,1.1742,5498.5724
11/15/2021,4682.8,32220.85,0.0,21000.0,0.0,5.8678,27477.6717,1.1726,5491.142
11/16/2021,4700.9,32621.32,0.0,21000.0,0.0,5.8678,27583.8786,1.1826,5559.3909
11/17/2021,4688.67,32569.4,0.0,21000.0,0.0,5.8678,27512.1156,1.1838,5550.5426
11/18/2021,4704.54,33005.81,0.0,21000.0,0.0,5.8678,27605.2374,1.1956,5624.9164
11/19/2021,4697.96,33217.32,0.0,21000.0,0.0,5.8678,27566.6274,1.205,5660.9624
11/22/2021,4682.94,32802.86,0.0,21000.0,0.0,5.8678,27478.4932,1.1938,5590.3293
11/23/2021,4690.7,32630.32,0.0,21000.0,0.0,5.8678,27524.0272,1.1855,5560.9247
11/24/2021,4701.46,32916.41,0.0,21000.0,0.0,5.8678,27587.1646,1.1932,5609.6807
11/26/2021,4594.62,32141.3,0.0,21000.0,0.0,5.8678,26960.2503,1.1922,5477.5849
11/29/2021,4655.27,32953.37,0.0,21000.0,0.0,5.8678,27316.1315,1.2064,5615.9795
11/30/2021,4567.0,32350.32,0.0,21000.0,0.0,5.8678,26798.182,1.2072,5513.2065
12/1/2021,4513.04,31648.32,0.0,21000.0,0.0,5.8678,26481.5562,1.1951,5393.5703
12/2/2021,4577.1,31937.88,0.0,21000.0,0.0,5.8678,26857.4467,1.1892,5442.9177
12/3/2021,4538.43,31301.84,0.0,21000.0,0.0,5.8678,26630.5393,1.1754,5334.5224
12/6/2021,4591.67,31482.5,0.0,21000.0,0.0,5.8678,26942.9403,1.1685,5365.3109
