Date,Comparison price,Account value,Deposit,Cumulative deposits,Comparison shares bought,Cumulative comparison shares,Comparison account value,Account as percentage of comparison,Hypothetical account share price
12/7/2021,4686.75,32535.04,0.0,21000.0,0.0,5.8678,27500.8495,1.1831,5544.6869
12/8/2021,4701.21,32686.45,0.0,21000.0,0.0,5.8678,27585.6977,1.1849,5570.4905
12/9/2021,4667.45,32133.25,0.0,21000.0,0.0,5.8678,27387.6012,1.1733,5476.213
12/10/2021,4712.02,32584.72,0.0,21000.0,0.0,5.8678,27649.1284,1.1785,5553.1534
12/13/2021,4668.97,32033.34,0.0,21000.0,0.0,5.8678,27396.5202,1.1692,5459.1861
12/14/2021,4634.09,31645.51,0.0,21000.0,0.0,5.8678,27191.8518,1.1638,5393.0914
12/15/2021,4709.85,32625.56,0.0,21000.0,0.0,5.8678,27636.3953,1.1805,5560.1135
12/16/2021,4668.67,31663.62,0.0,21000.0,0.0,5.8678,27394.7599,1.1558,5396.1777
12/17/2021,4620.64,31433.66,0.0,21000.0,0.0,5.8678,27112.9301,1.1594,5356.9875
12/20/2021,4568.02,31004.37,0.0,21000.0,0.0,5.8678,26804.1671,1.1567,5283.827
12/21/2021,4649.23,31818.82,0.0,21000.0,0.0,5.8678,27280.6901,1.1663,5422.6272
12/22/2021,4696.56,32262.5,0.0,21000.0,0.0,5.8678,27558.4125,1.1707,5498.24
12/23/2021,4725.79,32575.39,0.0,21000.0,0.0,5.8678,27729.9279,1.1747,5551.5634
12/27/2021,4791.19,33358.42,0.0,21000.0,0.0,5.8678,28113.6811,1.1866,5685.0089
12/28/2021,4786.35,33176.55,0.0,21000.0,0.0,5.8678,28085.281,1.1813,5654.0143
12/29/2021,4793.06,33094.38,0.0,21000.0,0.0,5.8678,28124.6539,1.1767,5640.0107
12/30/2021,4778.73,32864.59,0.0,21000.0,0.0,5.8678,28040.5685,1.172,5600.8494
12/31/2021,4766.18,32653.88,0.0,21000.0,0.0,5.8678,27966.9278,1.1676,5564.9398
1/3/2022,4796.56,33034.46,0.0,21000.0,0.0,5.8678,28145.1911,1.1737,5629.799
1/4/2022,4793.54,32566.32,0.0,21000.0,0.0,5.8678,28127.4704,1.1578,5550.0177
1/5/2022,4700.58,31275.49,0.0,21000.0,0.0,5.8678,27582.001,1.1339,5330.0318
1/6/2022,4696.05,31200.66,0.0,21000.0,0.0,5.8678,27555.4199,1.1323,5317.2791
1/7/2022,4677.03,30768.37,0.0,21000.0,0.0,5.8678,27443.8146,1.1211,5243.6074
1/10/2022,4670.29,30772.72,0.0,21000.0,0.0,5.8678,27404.2657,1.1229,5244.3487
1/11/2022,4713.07,31227.09,0.0,21000.0,0.0,5.8678,27655.2896,1.1292,5321.7834
1/12/2022,4726.35,31391.54,0.0,21000.0,0.0,5.8678,27733.2138,1.1319,5349.8093
1/13/2022,4659.03,30441.04,0.0,21000.0,0.0,5.8678,27338.1944,1.1135,5187.8232
1/14/2022,4662.85,30589.52,0.0,21000.0,0.0,5.8678,27360.6094,1.118,5213.1274
1/18/2022,4577.11,29700.72,0.0,21000.0,0.0,5.8678,26857.5053,1.1059,5061.6564
1/19/2022,4532.76,29289.55,0.0,21000.0,0.0,5.8678,26597.269,1.1012,4991.5839
1/20/2022,4482.73,28751.49,0.0,21000.0,0.0,5.8678,26303.7036,1.0931,4899.8867
1/21/2022,4397.94,28935.05,1000.0,22000.0,0.2274,6.0952,26806.174,1.0794,4747.2129
1/24/2022,4410.13,29064.04,0.0,22000.0,0.0,6.0952,26880.4741,1.0812,4768.3755
1/25/2022,4356.45,28300.67,0.0,22000.0,0.0,6.0952,26553.2855,1.0658,4643.1337
1/26/2022,4349.93,28344.9,0.0,22000.0,0.0,6.0952,26513.5451,1.0691,4650.3902
1/27/2022,4326.51,27924.41,0.0,22000.0,0.0,6.0952,26370.7963,1.0589,4581.4028
1/28/2022,4431.85,28920.41,0.0,22000.0,0.0,6.0952,27012.8611,1.0706,4744.811
1/31/2022,4515.55,29934.63,0.0,22000.0,0.0,6.0952,27523.0264,1.0876,4911.2084
2/1/2022,4546.54,30219.09,0.0,22000.0,0.0,6.0952,27711.9156,1.0905,4957.8782
2/2/2022,4589.38,30677.5,0.0,22000.0,0.0,6.0952,27973.0325,1.0967,5033.0869
2/3/2022,4477.44,29439.6,0.0,22000.0,0.0,6.0952,27290.7397,1.0787,4829.9916
2/4/2022,4500.53,29872.66,0.0,22000.0,0.0,6.0952,27431.4771,1.089,4901.0413
2/7/2022,4483.87,29637.01,0.0,22000.0,0.0,6.0952,27329.9316,1.0844,4862.3795
2/8/2022,4521.54,30049.46,0.0,22000.0,0.0,6.0952,27559.5365,1.0903,4930.0479
2/9/2022,4587.18,30760.82,0.0,22000.0,0.0,6.0952,27959.6232,1.1002,5046.7568
2/10/2022,4504.08,29914.63,0.0,22000.0,0.0,6.0952,27453.1149,1.0897,4907.9271
2/11/2022,4418.64,28749.79,0.0,22000.0,0.0,6.0952,26932.3439,1.0675,4716.8183
2/14/2022,4401.67,28771.58,0.0,22000.0,0.0,6.0952,26828.9089,1.0724,4720.3932
2/15/2022,4471.07,29575.9,0.0,22000.0,0.0,6.0952,27251.9135,1.0853,4852.3536
2/16/2022,4475.01,29529.44,0.0,22000.0,0.0,6.0952,27275.9284,1.0826,4844.7311
2/17/2022,4380.26,28537.13,0.0,22000.0,0.0,6.0952,26698.4114,1.0689,4681.9283
2/18/2022,4348.87,28256.58,0.0,22000.0,0.0,6.0952,26507.0842,1.066,4635.9001
2/22/2022,4304.76,27911.45,0.0,22000.0,0.0,6.0952,26238.2264,1.0638,4579.2765
2/23/2022,4225.5,27116.22,0.0,22000.0,0.0,6.0952,25755.1236,1.0528,4448.8075
2/24/2022,4288.7,28105.14,0.0,22000.0,0.0,6.0952,26140.3381,1.0752,4611.0541
2/25/2022,4384.65,28687.96,0.0,22000.0,0.0,6.0952,26725.1692,1.0734,4706.6742
2/28/2022,4373.94,28781.09,0.0,22000.0,0.0,6.0952,26659.89,1.0796,4721.9535
3/1/2022,4306.26,28143.29,0.0,22000.0,0.0,6.0952,26247.3692,1.0722,4617.3132
3/2/2022,4386.54,28743.75,0.0,22000.0,0.0,6.0952,26736.6891,1.0751,4715.8273
3/3/2022,4363.49,28329.03,0.0,22000.0,0.0,6.0952,26596.1955,1.0652,4647.7865
3/4/2022,4328.87,27848.62,0.0,22000.0,0.0,6.0952,26385.1809,1.0555,4568.9683
3/7/2022,4201.09,26704.87,0.0,22000.0,0.0,6.0952,25606.3406,1.0429,4381.3196
3/8/2022,4170.7,26594.76,0.0,22000.0,0.0,6.0952,25421.1085,1.0462,4363.2545
3/9/2022,4277.88,27715.53,0.0,22000.0,0.0,6.0952,26074.3884,1.0629,4547.133
3/10/2022,4259.52,27417.72,0.0,22000.0,0.0,6.0952,25962.4811,1.0561,4498.273
3/11/2022,4204.31,26854.32,0.0,22000.0,0.0,6.0952,25625.967,1.0479,4405.8391
3/14/2022,4173.11,26380.53,0.0,22000.0,0.0,6.0952,25435.7978,1.0371,4328.107
3/15/2022,4262.45,27364.56,0.0,22000.0,0.0,6.0952,25980.3399,1.0533,4489.5513
3/16/2022,4357.86,28376.06,0.0,22000.0,0.0,6.0952,26561.8797,1.0683,4655.5025
3/17/2022,4411.67,28712.58,0.0,22000.0,0.0,6.0952,26889.8606,1.0678,4710.7134
3/18/2022,4463.12,29357.54,0.0,22000.0,0.0,6.0952,27203.4569,1.0792,4816.5284
3/21/2022,4461.18,29327.42,0.0,22000.0,0.0,6.0952,27191.6323,1.0785,4811.5868
3/22/2022,4511.61,29806.89,0.0,22000.0,0.0,6.0952,27499.0115,1.0839,4890.2508
3/23/2022,4456.24,29333.15,0.0,22000.0,0.0,6.0952,27161.5222,1.08,4812.5269
3/24/2022,4520.16,30072.09,0.0,22000.0,0.0,6.0952,27551.1252,1.0915,4933.7607
3/25/2022,4543.06,30098.48,0.0,22000.0,0.0,6.0952,27690.7045,1.087,4938.0904
3/28/2022,4575.52,30578.17,0.0,22000.0,0.0,6.0952,27888.5535,1.0964,5016.7904
3/29/2022,4631.6,31141.87,0.0,22000.0,0.0,6.0952,28230.3704,1.1031,5109.2736
3/30/2022,4602.45,30702.39,0.0,22000.0,0.0,6.0952,28052.6964,1.0945,5037.1705
3/31/2022,4530.41,30016.48,0.0,22000.0,0.0,6.0952,27613.6006,1.087,4924.6371
4/1/2022,4545.86,29987.6,0.0,22000.0,0.0,6.0952,27707.7709,1.0823,4919.8989
4/4/2022,4582.64,30783.66,200.0,22200.0,0.0436,6.1388,28131.9511,1.0943,5014.5982
4/5/2022,4525.12,30064.18,0.0,22200.0,0.0,6.1388,27778.8468,1.0823,4897.3963
4/6/2022,4481.15,29329.8,0.0,22200.0,0.0,6.1388,27508.9234,1.0662,4777.7672
4/7/2022,4500.21,29506.5,0.0,22200.0,0.0,6.1388,27625.9291,1.0681,4806.5513
4/8/2022,4488.28,29071.87,0.0,22200.0,0.0,6.1388,27552.6931,1.0551,4735.751
4/11/2022,4412.53,28211.86,0.0,22200.0,0.0,6.1388,27087.6783,1.0415,4595.657
4/12/2022,4397.45,28017.35,0.0,22200.0,0.0,6.1388,26995.1051,1.0379,4563.9717
4/13/2022,4446.59,28581.66,0.0,22200.0,0.0,6.1388,27296.7662,1.0471,4655.8967
4/14/2022,4392.59,27859.25,0.0,22200.0,0.0,6.1388,26965.2705,1.0332,4538.2175
4/18/2022,4391.69,27895.5,0.0,22200.0,0.0,6.1388,26959.7456,1.0347,4544.1226
4/19/2022,4462.21,28565.46,0.0,22200.0,0.0,6.1388,27392.6544,1.0428,4653.2578
4/20/2022,4459.45,28237.8,0.0,22200.0,0.0,6.1388,27375.7113,1.0315,4599.8826
4/21/2022,4393.66,27572.54,0.0,22200.0,0.0,6.1388,26971.839,1.0223,4491.513
4/22/2022,4271.78,26674.76,0.0,22200.0,0.0,6.1388,26223.641,1.0172,4345.2664
4/25/2022,4296.12,27430.33,400.0,22600.0,0.0931,6.2319,26773.0596,1.0245,4401.5884
4/26/2022,4175.2,26223.43,0.0,22600.0,0.0,6.2319,26019.4963,1.0078,4207.9241
4/27/2022,4183.96,26252.81,0.0,22600.0,0.0,6.2319,26074.0879,1.0069,4212.6385
4/28/2022,4287.5,27309.19,0.0,22600.0,0.0,6.2319,26719.3405,1.0221,4382.1498
4/29/2022,4131.93,25922.67,0.0,22600.0,0.0,6.2319,25749.8413,1.0067,4159.6628
5/2/2022,4155.38,26365.54,0.0,22600.0,0.0,6.2319,25895.9797,1.0181,4230.7277
5/3/2022,4175.48,26465.21,0.0,22600.0,0.0,6.2319,26021.2412,1.0171,4246.7211
5/4/2022,4300.17,27567.94,0.0,22600.0,0.0,6.2319,26798.2989,1.0287,4423.6699
5/5/2022,4146.87,26014.0,0.0,22600.0,0.0,6.2319,25842.9461,1.0066,4174.318
5/6/2022,4123.34,25771.6,0.0,22600.0,0.0,6.2319,25696.3091,1.0029,4135.4215
5/9/2022,3991.24,24940.65,400.0,23000.0,0.1002,6.3321,25273.073,0.9868,3938.7422
5/10/2022,4001.05,25226.33,0.0,23000.0,0.0,6.3321,25335.1913,0.9957,3983.8581
5/11/2022,3935.18,24448.18,0.0,23000.0,0.0,6.3321,24918.0935,0.9811,3860.9691
5/12/2022,3930.08,24353.01,0.0,23000.0,0.0,6.3321,24885.7996,0.9786,3845.9394
5/13/2022,4023.89,25360.63,0.0,23000.0,0.0,6.3321,25479.8172,0.9953,4005.0674
5/16/2022,4008.01,25087.22,0.0,23000.0,0.0,6.3321,25379.2629,0.9885,3961.8892
5/17/2022,4088.85,25868.57,0.0,23000.0,0.0,6.3321,25891.1528,0.9991,4085.2836
5/18/2022,3923.68,24408.18,0.0,23000.0,0.0,6.3321,24845.2739,0.9824,3854.6521
5/19/2022,3900.79,24271.4,0.0,23000.0,0.0,6.3321,24700.3313,0.9826,3833.0512
5/20/2022,3901.36,24133.79,0.0,23000.0,0.0,6.3321,24703.9407,0.9769,3811.3192
5/23/2022,3973.75,27645.08,3000.0,26000.0,0.755,7.0871,28162.324,0.9816,3900.766
5/24/2022,3941.48,27082.27,0.0,26000.0,0.0,7.0871,27933.6236,0.9695,3821.3526
5/25/2022,3978.73,27433.7,0.0,26000.0,0.0,7.0871,28197.6177,0.9729,3870.94
5/26/2022,4057.84,28278.6,0.0,26000.0,0.0,7.0871,28758.2774,0.9833,3990.1567
5/27/2022,4158.24,29270.32,0.0,26000.0,0.0,7.0871,29469.8212,0.9932,4130.0901
5/31/2022,4132.15,29142.82,0.0,26000.0,0.0,7.0871,29284.919,0.9951,4112.0996
6/1/2022,4101.23,28906.73,0.0,26000.0,0.0,7.0871,29065.7862,0.9945,4078.7869
6/2/2022,4176.82,29913.98,0.0,26000.0,0.0,7.0871,29601.4993,1.0106,4220.9115
6/3/2022,4108.54,29123.73,0.0,26000.0,0.0,7.0871,29117.5928,1.0002,4109.406
6/6/2022,4121.43,29234.6,0.0,26000.0,0.0,7.0871,29208.9454,1.0009,4125.0499
6/7/2022,4160.68,29480.45,0.0,26000.0,0.0,7.0871,29487.1137,0.9998,4159.7397
6/8/2022,4115.77,29146.0,0.0,26000.0,0.0,7.0871,29168.8325,0.9992,4112.5483
6/9/2022,4017.82,28339.93,0.0,26000.0,0.0,7.0871,28474.652,0.9953,3998.8105
6/10/2022,3900.86,27240.55,0.0,26000.0,0.0,7.0871,27645.746,0.9853,3843.6862
6/13/2022,3749.63,25908.94,0.0,26000.0,0.0,7.0871,26573.9653,0.975,3655.7938
6/14/2022,3735.48,25955.54,0.0,26000.0,0.0,7.0871,26473.683,0.9804,3662.3692
6/15/2022,3789.99,26579.28,0.0,26000.0,0.0,7.0871,26860.0003,0.9895,3750.3799
6/16/2022,3666.77,25447.42,0.0,26000.0,0.0,7.0871,25986.7291,0.9792,3590.6726
6/17/2022,3674.84,25630.88,0.0,26000.0,0.0,7.0871,26043.9219,0.9841,3616.5591
6/21/2022,3764.79,26301.71,0.0,26000.0,0.0,7.0871,26681.4056,0.9858,3711.2143
6/22/2022,3759.89,26281.17,0.0,26000.0,0.0,7.0871,26646.6789,0.9863,3708.3161
6/23/2022,3795.73,26682.91,0.0,26000.0,0.0,7.0871,26900.6802,0.9919,3765.0023
6/24/2022,3911.74,27737.23,0.0,26000.0,0.0,7.0871,27722.8535,1.0005,3913.7685
6/27/2022,3900.11,27534.51,0.0,26000.0,0.0,7.0871,27640.4306,0.9962,3885.1644
6/28/2022,3821.55,26596.87,0.0,26000.0,0.0,7.0871,27083.6689,0.982,3752.8619
6/29/2022,3818.83,26582.03,0.0,26000.0,0.0,7.0871,27064.392,0.9822,3750.7679
6/30/2022,3785.38,26281.19,0.0,26000.0,0.0,7.0871,26827.3288,0.9796,3708.3189
7/1/2022,3825.33,26381.71,0.0,26000.0,0.0,7.0871,27110.4581,0.9731,3722.5025
7/5/2022,3831.39,26794.87,0.0,26000.0,0.0,7.0871,27153.4058,0.9868,3780.8
7/6/2022,3845.08,26966.85,0.0,26000.0,0.0,7.0871,27250.4281,0.9896,3805.0667
7/7/2022,3902.62,27601.63,0.0,26000.0,0.0,7.0871,27658.2192,0.998,3894.6352
7/8/2022,3899.38,27644.38,0.0,26000.0,0.0,7.0871,27635.2571,1.0003,3900.6673
7/11/2022,3854.43,27102.5,0.0,26000.0,0.0,7.0871,27316.6924,0.9922,3824.2071
7/12/2022,3818.8,26727.48,0.0,26000.0,0.0,7.0871,27064.1794,0.9876,3771.2912
7/13/2022,3801.78,26678.13,0.0,26000.0,0.0,7.0871,26943.5571,0.9901,3764.3278
7/14/2022,3790.38,26803.8,0.0,26000.0,0.0,7.0871,26862.7643,0.9978,3782.06
7/15/2022,3863.16,27359.43,0.0,26000.0,0.0,7.0871,27378.5627,0.9993,3860.4603
7/18/2022,3830.85,27137.72,0.0,26000.0,0.0,7.0871,27149.5788,0.9996,3829.1767
7/19/2022,3936.69,28074.03,0.0,26000.0,0.0,7.0871,27899.6764,1.0062,3961.2916
7/20/2022,3959.9,28550.04,0.0,26000.0,0.0,7.0871,28064.1678,1.0173,4028.4574
7/21/2022,3998.95,29043.81,0.0,26000.0,0.0,7.0871,28340.9186,1.0248,4098.1291
7/22/2022,3961.63,28495.03,0.0,26000.0,0.0,7.0871,28076.4284,1.0149,4020.6954
7/25/2022,3966.84,28372.95,0.0,26000.0,0.0,7.0871,28113.3522,1.0092,4003.4697
7/26/2022,3921.05,27777.81,0.0,26000.0,0.0,7.0871,27788.8343,0.9996,3919.4945
7/27/2022,4023.61,28969.38,0.0,26000.0,0.0,7.0871,28515.6863,1.0159,4087.6269
7/28/2022,4072.43,29420.96,0.0,26000.0,0.0,7.0871,28861.678,1.0194,4151.3456
7/29/2022,4130.29,30067.08,0.0,26000.0,0.0,7.0871,29271.737,1.0272,4242.5142
8/1/2022,4118.63,30050.38,0.0,26000.0,0.0,7.0871,29189.1016,1.0295,4240.1578
8/2/2022,4091.19,29954.9,0.0,26000.0,0.0,7.0871,28994.6318,1.0331,4226.6854
8/3/2022,4155.17,30625.76,0.0,26000.0,0.0,7.0871,29448.0638,1.04,4321.3449
8/4/2022,4151.94,30875.72,0.0,26000.0,0.0,7.0871,29425.1725,1.0493,4356.6146
8/5/2022,4145.19,30668.27,0.0,26000.0,0.0,7.0871,29377.3347,1.0439,4327.3431
8/8/2022,4140.06,30523.87,0.0,26000.0,0.0,7.0871,29340.9779,1.0403,4306.968
8/9/2022,4122.47,30115.86,0.0,26000.0,0.0,7.0871,29216.316,1.0308,4249.3971
8/10/2022,4210.24,31022.35,0.0,26000.0,0.0,7.0871,29838.3499,1.0397,4377.3044
8/11/2022,4207.27,30854.16,0.0,26000.0,0.0,7.0871,29817.3012,1.0348,4353.5725
8/12/2022,4280.15,31536.48,0.0,26000.0,0.0,7.0871,30333.8083,1.0396,4449.8489
8/15/2022,4297.14,31755.54,0.0,26000.0,0.0,7.0871,30454.218,1.0427,4480.7587
8/16/2022,4305.2,31723.36,0.0,26000.0,0.0,7.0871,30511.3399,1.0397,4476.218
8/17/2022,4274.04,31388.62,0.0,26000.0,0.0,7.0871,30290.5062,1.0363,4428.9857
8/18/2022,4283.74,31531.64,0.0,26000.0,0.0,7.0871,30359.251,1.0386,4449.166
8/19/2022,4228.48,30811.85,0.0,26000.0,0.0,7.0871,29967.6184,1.0282,4347.6025
8/22/2022,4137.99,29923.49,0.0,26000.0,0.0,7.0871,29326.3076,1.0204,4222.2534
8/23/2022,4128.73,29850.97,0.0,26000.0,0.0,7.0871,29260.6812,1.0202,4212.0207
8/24/2022,4140.77,29932.67,0.0,26000.0,0.0,7.0871,29346.0097,1.02,4223.5487
8/25/2022,4199.12,30566.66,0.0,26000.0,0.0,7.0871,29759.5414,1.0271,4313.0058
8/26/2022,4057.66,29144.77,0.0,26000.0,0.0,7.0871,28757.0017,1.0135,4112.3747
8/29/2022,4030.61,28772.53,0.0,26000.0,0.0,7.0871,28565.2959,1.0073,4059.8511
8/30/2022,3986.16,28393.62,0.0,26000.0,0.0,7.0871,28250.2747,1.0051,4006.3863
8/31/2022,3955.0,28129.45,0.0,26000.0,0.0,7.0871,28029.441,1.0036,3969.1114
9/1/2022,3966.85,28108.37,0.0,26000.0,0.0,7.0871,28113.423,0.9998,3966.137
9/2/2022,3924.26,27684.18,0.0,26000.0,0.0,7.0871,27811.5839,0.9954,3906.2831
9/6/2022,3908.19,27511.63,0.0,26000.0,0.0,7.0871,27697.6943,0.9933,3881.936
9/7/2022,3979.87,28085.78,0.0,26000.0,0.0,7.0871,28205.6969,0.9957,3962.9495
9/8/2022,4006.18,28344.61,0.0,26000.0,0.0,7.0871,28392.1583,0.9983,3999.4709
9/9/2022,4067.36,28992.18,0.0,26000.0,0.0,7.0871,28825.7465,1.0058,4090.844
9/12/2022,4110.41,29340.78,0.0,26000.0,0.0,7.0871,29130.8457,1.0072,4140.0321
9/13/2022,3932.69,27552.91,0.0,26000.0,0.0,7.0871,27871.328,0.9886,3887.7607
9/14/2022,3946.01,27694.78,0.0,26000.0,0.0,7.0871,27965.7281,0.9903,3907.7788
9/15/2022,3901.35,27242.21,0.0,26000.0,0.0,7.0871,27649.2186,0.9853,3843.9204
9/16/2022,3873.33,27040.39,0.0,26000.0,0.0,7.0871,27450.6384,0.9851,3815.4433
9/19/2022,3899.89,27208.97,0.0,26000.0,0.0,7.0871,27638.8715,0.9844,3839.2302
9/20/2022,3855.93,26905.58,0.0,26000.0,0.0,7.0871,27327.323,0.9846,3796.4214
9/21/2022,3789.93,26406.31,0.0,26000.0,0.0,7.0871,26859.5751,0.9831,3725.9736
9/22/2022,3757.99,26032.83,0.0,26000.0,0.0,7.0871,26633.2134,0.9775,3673.2749
9/23/2022,3693.23,25554.35,0.0,26000.0,0.0,7.0871,26174.2535,0.9763,3605.7606
9/26/2022,3655.04,25385.35,0.0,26000.0,0.0,7.0871,25903.5975,0.98,3581.9144
9/27/2022,3647.29,25419.51,0.0,26000.0,0.0,7.0871,25848.6725,0.9834,3586.7345
9/28/2022,3719.04,25953.02,0.0,26000.0,0.0,7.0871,26357.1713,0.9847,3662.0136
9/29/2022,3640.47,25173.19,0.0,26000.0,0.0,7.0871,25800.3386,0.9757,3551.9783
9/30/2022,3585.62,24724.27,0.0,26000.0,0.0,7.0871,25411.6117,0.973,3488.635
10/3/2022,3678.43,25377.15,0.0,26000.0,0.0,7.0871,26069.3645,0.9734,3580.7574
10/4/2022,3790.93,26242.62,0.0,26000.0,0.0,7.0871,26866.6622,0.9768,3702.8766
10/5/2022,3783.28,26219.57,0.0,26000.0,0.0,7.0871,26812.4459,0.9779,3699.6242
10/6/2022,3744.52,26023.27,0.0,26000.0,0.0,7.0871,26537.7503,0.9806,3671.926
10/7/2022,3639.66,26023.27,0.0,26000.0,0.0,7.0871,25794.5981,1.0089,3671.926
